f38a6374c348f90b587e046aac6079959adf3835,0
f8709c3035784065f623a09584c3c06fb04724fa,1
ecf79158a6f7b6e9a39f5815e244abbfcd6437e1,1
ee23228f937a6f5d37b580d5cb610fbd9c57bc29,0
f9f96ed28c150b3724bf154760cb748f0c7f6e68,1
fd2dc35ad3269dcc6a76795c5107c773387ff40c,1
ec3685b73c01cab3fbf530eefbd6ec652cfa5e72,0
e99c109f51134e71cdc78ccd6cdec6d24d6394f6,1
fb376856b229b55fc5a3caff3cd0f16f8f432e03,0
ec2e4933d3892a6b8ff6dd85a9bd900c42d2ccc3,0
fb23a96fcef8f7ead71e65ea475f886cdb421f38,0
fbf628b9523fa9e14c7bab3c8951a0e78ac6ef2d,1
f0afb386a642952f3e4ff1a67dbb3df494fb1c03,0
f95ea5fbc6f45c4eb12ca3cc4262810e9ed88eb2,1
fa257c4fa58f855a1584b1fcfe43d3d217a51251,1
fa0eb143f9f14a640b92da1a100c72b343725f4b,0
fbf1b2ea84568e70ecac55b8bed7508f93de5804,0
fe6a68b22913e2201dbaba4a6ef3266341734790,0
ee95a54c93d680f4af2c8b36e8735cb153a588cd,1
fff04a619220944155f4c52330c97d56fb44fab4,1
eda48117364e8d4684e872d7e8162abf6014f5b9,1
f1fe8a430082c8baf77bdf3e3d64d85cb31e00f3,0
f661ce60692fc3435d17079f9d021eec97fcab09,1
f4047ba16eab1b8a4bb5a3e4a4f4f72f9c4578bc,0
ea7778fc04ea0288c1829a5f2ba921a868a3bfe1,1
f7ede871e34243fddc856008b2819e31ae463f58,0
e9e2ea0bb44cb6318066c70d7d3cb84da58a8461,0
ef0050c7856f42d074b3bd74590050d2dccd7d5f,1
fbbf7e1d85fb49ec2151152c4934e12fa7800e18,0
ea2cdc4fc8b3cc663ec12912fd9d1ef04465fa7f,1
f07bd0718ca604a1658bf506bff39ef3f09b5476,0
ed765ecaf09f06a6ebd9ccfe44ae65693102700e,0
f521f650a5314b67f99c279da965cdcf5bfd0d7c,1
f2b50ae93a4db0edd8ddc3c1341f5ed62e04e397,1
f6f89253de0f1c0e044a28124b9f0b0f28fcf6cc,1
f8e9656eef790c6c3df1aebf69d5ffbfec2fbfd1,0
f72a7f625b32e9660e2a410f81cd60a603e10319,1
ec6521dd9c2c099a436d4561f9681d1048f76c67,1
f5779ce22906531eb819e27f446a8d8b460127d4,1
f03d5016bbed3b83158f77fa24e41ce35b9642d7,1
f0653a92bb478d620dc27051d18f76756baf9319,0
f420fe75da5d787ad22e31bb5ea7b8a255f75600,0
f4560840f92ec6e14aa02d703a814d8456def2cd,1
ec5df7c1f0b5bd510f2dfb468104f103d90f6c39,0
